OTU,Phylum,Order
ASV3339,Acidobacteriota,Acidobacteriales
ASV3340,Proteobacteria,Rhizobiales
ASV3341,Others,Others
ASV3342,Proteobacteria,Acetobacterales
ASV3343,Proteobacteria,Others
ASV3346,Proteobacteria,Others
ASV3347,Others,Others
ASV3351,Acidobacteriota,Acidobacteriales
ASV3352,Proteobacteria,Sphingomodales
ASV3353,Proteobacteria,Others
ASV3356,Actinobacteriota,Others
ASV3357,Actinobacteriota,Others
ASV3358,Actinobacteriota,Others
ASV3359,Actinobacteriota,Others
ASV3360,Actinobacteriota,Solirubrobacterales
ASV3361,Actinobacteriota,Others
ASV3362,Acidobacteriota,Acidobacteriales
ASV3363,Actinobacteriota,Pseudonocardiales
ASV3364,Actinobacteriota,Others
ASV3365,Actinobacteriota,Solirubrobacterales
ASV3366,Actinobacteriota,Others
ASV3367,Others,Bacteroidota
ASV3368,Actinobacteriota,Others
ASV3369,Proteobacteria,Others
ASV3370,Actinobacteriota,Frankiales
ASV3371,Actinobacteriota,Micrococcales
ASV3372,Others,Bacteroidota
ASV3373,Actinobacteriota,Solirubrobacterales
ASV3375,Actinobacteriota,Corynebacteriales
ASV3376,Proteobacteria,Acetobacterales
ASV3377,Actinobacteriota,Others
ASV3379,Planctomycetota,Isosphaerales
ASV3381,Actinobacteriota,Micrococcales
ASV3382,Acidobacteriota,Acidobacteriales
ASV3387,Proteobacteria,Others
ASV3388,Proteobacteria,Rhizobiales
ASV3389,Acidobacteriota,Acidobacteriales
ASV3390,Proteobacteria,Rhizobiales
ASV3392,Proteobacteria,Others
ASV3393,Proteobacteria,Caulobacterales
ASV3395,Acidobacteriota,Acidobacteriales
ASV3397,Actinobacteriota,Others
ASV3402,Firmicutes,Others
ASV3403,Firmicutes,Paenibacillales
ASV3404,Proteobacteria,Rhizobiales
ASV3405,Firmicutes,Others
ASV3406,Firmicutes,Paenibacillales
ASV3415,Proteobacteria,Others
ASV3416,Proteobacteria,Acetobacterales
ASV3417,Proteobacteria,Acetobacterales
ASV3418,Actinobacteriota,Others
ASV3420,Actinobacteriota,Others
ASV3421,Proteobacteria,Acetobacterales
ASV3422,Acidobacteriota,Acidobacteriales
ASV3424,Proteobacteria,Caulobacterales
ASV3425,Actinobacteriota,Solirubrobacterales
ASV3427,Planctomycetota,Others
ASV3429,Proteobacteria,Others
ASV3432,Proteobacteria,Others
ASV3433,Acidobacteriota,Acidobacteriales
ASV3434,Actinobacteriota,Corynebacteriales
ASV3435,Acidobacteriota,Acidobacteriales
ASV3436,Actinobacteriota,Others
ASV3437,Others,Bacteroidota
ASV3438,Acidobacteriota,Acidobacteriales
ASV3440,Acidobacteriota,Acidobacteriales
ASV3441,Planctomycetota,Isosphaerales
ASV3442,Proteobacteria,Rhizobiales
ASV3443,Planctomycetota,Isosphaerales
ASV3444,Planctomycetota,Isosphaerales
ASV3445,Proteobacteria,Others
ASV3450,Actinobacteriota,Pseudonocardiales
ASV3453,Proteobacteria,Acetobacterales
ASV3454,Actinobacteriota,Solirubrobacterales
ASV3455,Acidobacteriota,Acidobacteriales
ASV3457,Actinobacteriota,Solirubrobacterales
ASV3458,Actinobacteriota,Micrococcales
ASV3459,Proteobacteria,Acetobacterales
ASV3460,Acidobacteriota,Acidobacteriales
ASV3461,Proteobacteria,Others
ASV3462,Acidobacteriota,Acidobacteriales
ASV3464,Acidobacteriota,Acidobacteriales
ASV3466,Proteobacteria,Others
ASV3467,Acidobacteriota,Acidobacteriales
ASV3468,Actinobacteriota,Others
ASV3469,Proteobacteria,Acetobacterales
ASV3470,Acidobacteriota,Acidobacteriales
ASV3471,Acidobacteriota,Acidobacteriales
ASV3472,Actinobacteriota,Micrococcales
ASV3473,Actinobacteriota,Others
ASV3474,Acidobacteriota,Acidobacteriales
ASV3475,Actinobacteriota,Micrococcales
ASV3477,Acidobacteriota,Acidobacteriales
ASV3478,Actinobacteriota,Micrococcales
ASV3479,Others,Others
ASV3482,Actinobacteriota,Pseudonocardiales
ASV3483,Actinobacteriota,Others
ASV3484,Actinobacteriota,Others
ASV3485,Actinobacteriota,Others
ASV3486,Actinobacteriota,Solirubrobacterales
ASV3487,Actinobacteriota,Solirubrobacterales
ASV3488,Proteobacteria,Acetobacterales
ASV3489,Actinobacteriota,Others
ASV3490,Acidobacteriota,Others
ASV3492,Actinobacteriota,Solirubrobacterales
ASV3493,Actinobacteriota,Solirubrobacterales
ASV3494,Actinobacteriota,Solirubrobacterales
ASV3495,Actinobacteriota,Pseudonocardiales
ASV3496,Actinobacteriota,Others
ASV3497,Others,Bacteroidota
ASV3498,Proteobacteria,Others
ASV3499,Proteobacteria,Rhizobiales
ASV3500,Proteobacteria,Others
ASV3502,Actinobacteriota,Solirubrobacterales
ASV3503,Actinobacteriota,IMCC26256
ASV3504,Proteobacteria,Acetobacterales
ASV3505,Acidobacteriota,Acidobacteriales
ASV3506,Planctomycetota,Isosphaerales
ASV3507,Actinobacteriota,Corynebacteriales
ASV3508,Proteobacteria,Others
ASV3509,Others,Others
ASV3510,Others,Others
ASV3513,Proteobacteria,Rhizobiales
ASV3514,Firmicutes,Paenibacillales
ASV3515,Proteobacteria,Acetobacterales
ASV3516,Actinobacteriota,Others
ASV3517,Firmicutes,Paenibacillales
ASV3518,Proteobacteria,Acetobacterales
ASV3519,Actinobacteriota,Frankiales
ASV3528,Actinobacteriota,Solirubrobacterales
ASV3529,Acidobacteriota,Others
ASV3530,Proteobacteria,Others
ASV3531,Others,Others
ASV3533,Actinobacteriota,Micrococcales
ASV3536,Actinobacteriota,Frankiales
ASV3538,Actinobacteriota,Solirubrobacterales
ASV3539,Acidobacteriota,Acidobacteriales
ASV3540,Proteobacteria,Caulobacterales
ASV3542,Planctomycetota,Others
ASV3543,Proteobacteria,Others
ASV3544,Acidobacteriota,Acidobacteriales
ASV3545,Proteobacteria,Others
ASV3546,Acidobacteriota,Acidobacteriales
ASV3550,Others,Bacteroidota
ASV3552,Proteobacteria,Acetobacterales
ASV3553,Proteobacteria,Rhizobiales
ASV3554,Proteobacteria,Others
ASV3556,Others,Bacteroidota
ASV3558,Firmicutes,Others
ASV3559,Proteobacteria,Sphingomodales
ASV3561,Proteobacteria,Acetobacterales
ASV3562,Proteobacteria,Acetobacterales
ASV3565,Actinobacteriota,Others
ASV3566,Actinobacteriota,Others
ASV3567,Actinobacteriota,Others
ASV3568,Actinobacteriota,Others
ASV3569,Actinobacteriota,Others
ASV3570,Actinobacteriota,Others
ASV3571,Actinobacteriota,Others
ASV3572,Actinobacteriota,Frankiales
ASV3574,Actinobacteriota,Solirubrobacterales
ASV3575,Actinobacteriota,Solirubrobacterales
ASV3577,Acidobacteriota,Acidobacteriales
ASV3578,Actinobacteriota,Others
ASV3580,Actinobacteriota,Frankiales
ASV3581,Actinobacteriota,Micrococcales
ASV3582,Actinobacteriota,Others
ASV3583,Actinobacteriota,Others
ASV3584,Actinobacteriota,Others
ASV3585,Actinobacteriota,Others
ASV3586,Actinobacteriota,Solirubrobacterales
ASV3587,Proteobacteria,Others
ASV3588,Actinobacteriota,Others
ASV3589,Actinobacteriota,Pseudonocardiales
ASV3590,Actinobacteriota,Others
ASV3591,Actinobacteriota,Others
ASV3592,Proteobacteria,Sphingomodales
ASV3594,Proteobacteria,Others
ASV3595,Actinobacteriota,Others
ASV3596,Others,Others
ASV3597,Actinobacteriota,Others
ASV3598,Actinobacteriota,Others
ASV3599,Others,Bacteroidota
ASV3600,Proteobacteria,Acetobacterales
ASV3601,Proteobacteria,Acetobacterales
ASV3602,Proteobacteria,Acetobacterales
ASV3603,Actinobacteriota,Pseudonocardiales
ASV3604,Actinobacteriota,Solirubrobacterales
ASV3606,Planctomycetota,Others
ASV3607,Actinobacteriota,Solirubrobacterales
ASV3610,Actinobacteriota,Pseudonocardiales
ASV3611,Others,Chloroflexi
ASV3612,Proteobacteria,Rhizobiales
ASV3615,Acidobacteriota,Acidobacteriales
ASV3616,Actinobacteriota,Solirubrobacterales
ASV3617,Planctomycetota,Isosphaerales
ASV3618,Actinobacteriota,Others
ASV3619,Proteobacteria,Others
ASV3620,Planctomycetota,Isosphaerales
ASV3623,Actinobacteriota,Solirubrobacterales
ASV3624,Firmicutes,Others
ASV3626,Firmicutes,Paenibacillales
ASV3627,Firmicutes,Others
ASV3629,Proteobacteria,Others
ASV3630,Firmicutes,Paenibacillales
